 n6_x550jx        Tebo-ICT,  license #xxxx ,                 User

 Parts List              2502/2502  Selected Parts             26-January-2015 11:22
                                                           INCH units

Part             X         Y     Rot  Grid  T/B  'Device', 'Outline'
PC9006        5.3747    8.1613  180.0  D2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC9007        5.3027    8.1723    0.0  D2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC9008        5.4677    7.8323    0.0  D2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC9009        5.2727    7.9323   90.0  D2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC9010        5.3127    7.8123  270.0  D2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC9011        5.5327    7.6123  270.0  D2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC9105       -0.3423    5.3073    0.0  A3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC9106        0.5352    4.2798   90.0  B4   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
PC9107        2.1277    7.9633   90.0  B2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC9112       -0.3973    5.2273    0.0  A4   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC9113       -0.6773    5.1823   90.0  A4   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC9114       -0.5533    5.1823   90.0  A4   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC9115       -0.6173    5.4223  270.0  A3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC9116       -0.6573    5.4223  270.0  A3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC9120       -0.7248    5.2893  270.0  A3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC9121        0.5352    4.0598  270.0  B4   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
PC9122        0.5802    4.0598  270.0  B4   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
PC9123        0.6602    4.1798  180.0  B4   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
PC9124       -0.3773    5.1673  270.0  A4   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC9125       -0.3023    5.0773  180.0  A4   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC9126        1.6952    7.9098   90.0  B2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC9127       -0.5273    5.4223  270.0  A3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC9128       -0.7448    5.4428  270.0  A3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PCE8002       4.6527    6.8423  180.0  D3   (T)  'NBS_CESMD_2P_002', 'NBS_CESMD_2P_002'
PCE8003       4.6527    7.1223  180.0  D2   (T)  'NBS_CESMD_2P_002', 'NBS_CESMD_2P_002'
PCE8005       3.6427    5.9623  270.0  C3   (T)  'NBS_C7343D_H83_000S', 'NBS_C7343D_H83_000S'
PCE8007       3.6927    7.4023   90.0  C2   (T)  'NBS_C7343D_H83_000S', 'NBS_C7343D_H83_000S'
PCE8008       3.8277    7.7773   90.0  C2   (T)  'NBS_C7343D_H83_000S', 'NBS_C7343D_H83_000S'
PCE8009       3.6427    6.3273  270.0  C3   (T)  'NBS_C7343D_H83_000S', 'NBS_C7343D_H83_000S'
PCE8100       1.2927    4.3123  270.0  B4   (T)  'NBS_CPLSMD_2P_001', 'NBS_CPLSMD_2P_001'
PCE8101       0.1827    4.4173   90.0  A4   (T)  'NBS_CPLSMD_2P_001', 'NBS_CPLSMD_2P_001'
PCE8103       0.1827    4.9023  270.0  A4   (T)  'NBS_CPLSMD_2P_001', 'NBS_CPLSMD_2P_001'
PCE8301       1.4177    9.0473  180.0  B1   (T)  'NBS_CESMD_2P_007', 'NBS_CESMD_2P_007'
PCE8302       2.2127    8.2023    0.0  B2   (T)  'NBS_CPLSMD_2P_001', 'NBS_CPLSMD_2P_001'
PCE8501       2.0977   10.4723    0.0  B1   (T)  'NBS_CESMD_2P_002', 'NBS_CESMD_2P_002'
PCE8502       2.8027    8.8439  270.0  C2   (T)  'NBS_C7343D_H83_000S', 'NBS_C7343D_H83_000S'
PCE8503       2.8077    9.2219  270.0  C1   (T)  'NBS_C7343D_H83_000S', 'NBS_C7343D_H83_000S'
PCE8504       2.9877    9.5289    0.0  C1   (T)  'NBS_CPLSMD_2P_007', 'NBS_CPLSMD_2P_007'
PCE8801       5.9962    7.5743    0.0  D2   (T)  'NBS_C7343D_H75_000S', 'NBS_C7343D_H75_000S'
PCE8802       5.1777    7.1623   90.0  D2   (T)  'NBS_CESMD_2P_000', 'NBS_CESMD_2P_000'
PCE8804       5.8119    8.6448  180.0  D2   (T)  'CESMD_260X260_SMD122X74_NIC', 'CESMD_260X260_SMD122X74_NIC'
L2605         0.8952    8.5048   90.0  B2   (T)  'NBS_L0603_H39_000S_B', 'NBS_L0603_H39_000S_B'
L3301         0.9527    3.4873  270.0  B4   (B)  'INDUCTOR_2P_118X118_TAI_H59', 'INDUCTOR_2P_118X118_TAI_H59'
L3401         0.5648    2.6174    0.0  B5   (T)  'NBS_TRANS_24P_002', 'NBS_TRANS_24P_002'
L3601        -0.6323    2.7773  180.0  A5   (T)  'L0603', 'L0603'
L4501         6.0577    9.2948   90.0  D1   (T)  'NBS_L0603_H37_000S', 'NBS_L0603_H37_000S'
L4502         5.8637    9.9163   90.0  D1   (T)  'NBS_L0805_H43_000S', 'NBS_L0805_H43_000S'
L4508         5.6577    9.9413    0.0  D1   (B)  'NBS_CHOKE_4P_013C', 'NBS_CHOKE_4P_013C'
L4512         5.6827    9.6173  270.0  D1   (B)  'NBS_CHOKE_4P_013C', 'NBS_CHOKE_4P_013C'
L4513         5.6827    9.5373  270.0  D1   (B)  'NBS_CHOKE_4P_013C', 'NBS_CHOKE_4P_013C'
L4514         5.6827    9.4573  270.0  D1   (B)  'NBS_CHOKE_4P_013C', 'NBS_CHOKE_4P_013C'
L4515         5.6827    9.3773  270.0  D1   (B)  'NBS_CHOKE_4P_013C', 'NBS_CHOKE_4P_013C'
L4701         2.4587    2.6133  270.0  B5   (B)  'NBS_INDUCTOR_2P_014', 'NBS_INDUCTOR_2P_014'
L4702         2.3357    2.4213  270.0  B5   (B)  'NBS_INDUCTOR_2P_014', 'NBS_INDUCTOR_2P_014'
L4703         2.5337    2.4373  270.0  C5   (B)  'NBS_INDUCTOR_2P_014', 'NBS_INDUCTOR_2P_014'
L5230        -0.1003   10.2443  270.0  A1   (B)  'NBS_CHOKE_4P_011C', 'NBS_CHOKE_4P_011C'
L5231        -0.1003   10.1643  270.0  A1   (B)  'NBS_CHOKE_4P_011C', 'NBS_CHOKE_4P_011C'
L5302         1.6177    4.0773   90.0  B4   (T)  'NBS_CHOKE_4P_013C_B', 'NBS_CHOKE_4P_013C_B'
L5401        -0.4323    2.3723    0.0  A5   (B)  'NBS_CHOKE_4P_011C', 'NBS_CHOKE_4P_011C'
L5402        -0.3523    2.3723    0.0  A5   (B)  'NBS_CHOKE_4P_011C', 'NBS_CHOKE_4P_011C'
L5403         0.0077    2.3723    0.0  A5   (B)  'NBS_CHOKE_4P_011C', 'NBS_CHOKE_4P_011C'
L5404         0.0877    2.3723    0.0  A5   (B)  'NBS_CHOKE_4P_011C', 'NBS_CHOKE_4P_011C'
L5405        -0.0923    2.4423    0.0  A5   (B)  'NBS_CHOKE_4P_013C', 'NBS_CHOKE_4P_013C'
L5406        -0.1723    2.4423    0.0  A5   (B)  'NBS_CHOKE_4P_013C', 'NBS_CHOKE_4P_013C'
L7001         4.2087    8.7563   90.0  C2   (B)  'NBS_L0603_H39_000S', 'NBS_L0603_H39_000S'
L7101         4.2037    8.8943  270.0  C2   (B)  'NBS_L0603_H39_000S', 'NBS_L0603_H39_000S'
L7602         2.9727    8.6589  180.0  C2   (B)  'NBS_L0603_H39_000S', 'NBS_L0603_H39_000S'
L7604         3.4177    8.7793   90.0  C2   (B)  'NBS_L0603_H39_000S', 'NBS_L0603_H39_000S'
PL6001        5.1627    6.5273  225.0  D3   (T)  'NBS_L0603_H37_000S', 'NBS_L0603_H37_000S'
PL6002        5.1227    6.5673  225.0  D3   (T)  'NBS_L0603_H37_000S', 'NBS_L0603_H37_000S'
PL6003        5.0827    6.6073  225.0  D3   (T)  'NBS_L0603_H37_000S', 'NBS_L0603_H37_000S'
PL6004        5.0427    6.6473  225.0  D3   (T)  'NBS_L0603_H37_000S', 'NBS_L0603_H37_000S'
PL8001        3.9727    7.4523    0.0  C2   (T)  'NBS_INDUCTOR_2P_008C', 'NBS_INDUCTOR_2P_008C'
PL8002        3.8777    6.3073   90.0  C3   (T)  'NBS_INDUCTOR_2P_008C', 'NBS_INDUCTOR_2P_008C'
PL8003        3.9327    7.0973    0.0  C3   (T)  'NBS_INDUCTOR_2P_008C', 'NBS_INDUCTOR_2P_008C'
PL8100        0.4627    4.9123   90.0  B4   (T)  'NBS_INDUCTOR_2P_003C', 'NBS_INDUCTOR_2P_003C'
PL8101        0.4627    4.4723   90.0  B4   (T)  'NBS_INDUCTOR_2P_003C', 'NBS_INDUCTOR_2P_003C'
PL8200        0.8627   10.0423  270.0  B1   (T)  'NBS_INDUCTOR_2P_003C', 'NBS_INDUCTOR_2P_003C'
PL8301        2.1527    8.7573  180.0  B2   (T)  'NBS_INDUCTOR_2P_002C', 'NBS_INDUCTOR_2P_002C'
PL8400       -0.7423    4.8523   90.0  A4   (T)  'HH_L1008_TOKO', 'HH_L1008_TOKO'
PL8501        2.6077    9.7273   90.0  C1   (T)  'NBS_INDUCTOR_2P_002C', 'NBS_INDUCTOR_2P_002C'
PL8502        2.3977    9.2523  180.0  B1   (T)  'NBS_INDUCTOR_2P_002C', 'NBS_INDUCTOR_2P_002C'
PL8801        6.0327    8.1823  270.0  D2   (T)  'NBS_INDUCTOR_2P_003C', 'NBS_INDUCTOR_2P_003C'
PSL8001       4.8977    7.8273   90.0  D2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
PSL8002       4.8577    7.8273   90.0  D2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
PSL8003       4.8177    7.8273   90.0  D2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
PSL8005       5.0677    7.8753   90.0  D2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
PSL8006       4.9977    7.8543    0.0  D2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
PSL8100       0.1427    4.6823    0.0  A4   (B)  'NBS_R0603_SHORTED_000S', 'NBS_R0603_SHORTED_000S'
PSL8101       0.1427    4.5823    0.0  A4   (B)  'NBS_R0603_SHORTED_000S', 'NBS_R0603_SHORTED_000S'
PSL8102      -0.0148    4.2873  180.0  A4   (B)  'NBS_R0603_SHORTED_000S', 'NBS_R0603_SHORTED_000S'
PSL8106      -0.0673    4.5373   90.0  A4   (T)  'NBS_R0603_SHORTED_000S_B', 'NBS_R0603_SHORTED_000S_B'
PSL8107      -0.3498    4.6098    0.0  A4   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
PSL8108      -0.3498    4.6498  180.0  A4   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
PSL8300       1.0577    8.5323    0.0  B2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
PSL8301       1.2177    8.8523   90.0  B2   (T)  'NBS_R0603_SHORTED_000S_B', 'NBS_R0603_SHORTED_000S_B'
PSL8501       1.5227   10.1473   90.0  B1   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
PSL8502       1.6122    9.6798   90.0  B1   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
PSL8503       1.4677    9.9573    0.0  B1   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
PSL8504       1.3027    9.8123  270.0  B1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
PSL8505       1.4677    9.8373    0.0  B1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
PSL8801       5.5577    8.5323    0.0  D2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
PSL8802       5.5577    8.2673    0.0  D2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
PSL8803       5.5577    8.2273    0.0  D2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
PSL9000       5.3747    8.1213  180.0  D2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
PSL9003       5.2727    7.8123  270.0  D2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
PSL9100       0.6077    4.2948  270.0  B4   (B)  'NBS_R0603_SHORTED_000S', 'NBS_R0603_SHORTED_000S'
PSL9102      -0.5723    5.4273   90.0  A3   (T)  'NBS_R0603_SHORTED_000S_B', 'NBS_R0603_SHORTED_000S_B'
PSL9103      -0.6473    5.2533  180.0  A3   (B)  'NBS_R0603_SHORTED_000S', 'NBS_R0603_SHORTED_000S'
PSL9104      -0.7023    5.4273   90.0  A3   (T)  'NBS_R0603_SHORTED_000S_B', 'NBS_R0603_SHORTED_000S_B'
SL0302        3.2147    5.5153  270.0  C3   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL0303        3.1427    5.2664  270.0  C3   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL1701        1.4127    7.7023  180.0  B2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL1702        1.4017    7.8523  180.0  B2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL1901       -0.1223    5.5123  180.0  A3   (T)  'NBS_R0603_SHORTED_000S_B', 'NBS_R0603_SHORTED_000S_B'
SL1902        1.5127    5.4623  180.0  B3   (T)  'NBS_R0603_SHORTED_000S_B', 'NBS_R0603_SHORTED_000S_B'
SL1903        1.8627    5.6223   90.0  B3   (T)  'NBS_R0603_SHORTED_000S_B', 'NBS_R0603_SHORTED_000S_B'
SL1904        1.7627    5.6223   90.0  B3   (T)  'NBS_R0603_SHORTED_000S_B', 'NBS_R0603_SHORTED_000S_B'
SL2001       -0.2243    9.8563    0.0  A1   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2111        0.8827    9.2013  180.0  B1   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2112        0.8827    9.2413  180.0  B1   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2113       -0.2743    9.4203    0.0  A1   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2118       -0.2763    9.1123    0.0  A1   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2119        0.8827    9.2813  180.0  B1   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2120        0.8827    9.3213  180.0  B1   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2123        0.9117    9.0083  270.0  B1   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2125        0.7827    9.4583    0.0  B1   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL2126        0.7827    9.4983    0.0  B1   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL2203       -0.2653    9.5373    0.0  A1   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2204       -0.1203    9.8733  270.0  A1   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2205       -0.3533    9.6673    0.0  A1   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2206       -0.3553    9.5393    0.0  A1   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2212       -0.3563    9.6123    0.0  A1   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2214       -0.1643   10.0943  180.0  A1   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL2303        0.9062    9.1323  270.0  B1   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL2304        0.8662    9.1323  270.0  B1   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL2601        0.6527    8.4823  180.0  B2   (T)  'NBS_R0805_SHORTED_000S_B', 'NBS_R0805_SHORTED_000S_B'
SL2801       -0.4963    9.8143   90.0  A1   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2802       -0.7673    9.6073   90.0  A1   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL2803       -0.7373    9.7173  270.0  A1   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL3005       -0.9323    4.2723  270.0  A4   (B)  'NBS_R0603_SHORTED_000S', 'NBS_R0603_SHORTED_000S'
SL3006       -0.4583    3.4363   90.0  A4   (B)  'NBS_R0603_SHORTED_000S', 'NBS_R0603_SHORTED_000S'
SL3007       -0.5083    3.4363   90.0  A4   (B)  'NBS_R0603_SHORTED_000S', 'NBS_R0603_SHORTED_000S'
SL3008       -0.7243    3.4943   90.0  A4   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL3009       -0.6843    3.4943   90.0  A4   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL3010       -0.4823    3.9623  270.0  A4   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL3102        4.1627    5.5223  270.0  C3   (B)  'NBS_R0603_SHORTED_000S', 'NBS_R0603_SHORTED_000S'
SL3302        0.4277    3.6423  270.0  A4   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL3303        0.3877    3.6423  270.0  A4   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL3714       -1.0873    2.3263   90.0  A5   (T)  'NBS_R0603_SHORTED_000S_B', 'NBS_R0603_SHORTED_000S_B'
SL3715       -0.9773    2.2823   90.0  A5   (T)  'NBS_R0603_SHORTED_000S_B', 'NBS_R0603_SHORTED_000S_B'
SL3724       -0.9323    2.0823  270.0  A5   (B)  'NBS_R0603_SHORTED_000S', 'NBS_R0603_SHORTED_000S'
SL3725       -1.4073    1.8173  270.0  A5   (B)  'NBS_R0603_SHORTED_000S', 'NBS_R0603_SHORTED_000S'
SL3801        5.5127    7.1973  180.0  D2   (T)  'NBS_R0603_SHORTED_000S_B', 'NBS_R0603_SHORTED_000S_B'
SL3802        5.5127    7.2573  180.0  D2   (T)  'NBS_R0603_SHORTED_000S_B', 'NBS_R0603_SHORTED_000S_B'
SL3803        5.5827    7.3673  180.0  D2   (T)  'NBS_R0603_SHORTED_000S_B', 'NBS_R0603_SHORTED_000S_B'
SL3804        5.5827    7.4173  180.0  D2   (T)  'NBS_R0603_SHORTED_000S_B', 'NBS_R0603_SHORTED_000S_B'
SL4605        5.8627   10.3473    0.0  D1   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL4606        5.6227   10.5923   90.0  D1   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL4607        5.5827   10.5923   90.0  D1   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL4701        2.6377    2.5123  270.0  C5   (B)  'NBS_R0603_SHORTED_000S', 'NBS_R0603_SHORTED_000S'
SL4702        2.6977    2.6623  180.0  C5   (B)  'NBS_R0603_SHORTED_000S', 'NBS_R0603_SHORTED_000S'
SL4806        1.8977    2.2623  270.0  B5   (B)  'NBS_R0603_SHORTED_000S', 'NBS_R0603_SHORTED_000S'
SL5101        0.5977   10.4723  180.0  B1   (T)  'NBS_R0805_SHORTED_000S_B', 'NBS_R0805_SHORTED_000S_B'
SL5102        2.5277   10.3823    0.0  C1   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL5103        2.6337   10.5513  270.0  C1   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL5302        1.6377    3.7623    0.0  B4   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL5601       -1.3023    3.3223    0.0  A5   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL5603       -1.1123    4.0773    0.0  A4   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL5604       -1.1673    4.2773   90.0  A4   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL5802       -0.0693    3.6513  180.0  A4   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL5803       -0.0803    3.5393  270.0  A4   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL5807        0.1172    3.6533    0.0  A4   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL7601        3.2027    9.3463  270.0  C1   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
D0301         2.5777    5.3864   90.0  C3   (T)  'NBS_SOD323_2P_000_B', 'NBS_SOD323_2P_000_B'
D2001         1.2877    3.5723  180.0  B4   (T)  'NBS_SOT323_3P_000_B', 'NBS_SOT323_3P_000_B'
D2201         0.0067   10.1673  270.0  A1   (T)  'NBS_SOT323_3P_000_B', 'NBS_SOT323_3P_000_B'
D2202        -0.5023    9.7623  270.0  A1   (B)  'NBS_SOT323_3P_000', 'NBS_SOT323_3P_000'
D2204         0.0517   10.0723   90.0  A1   (B)  'NBS_SOT323_3P_000', 'NBS_SOT323_3P_000'
D2207        -0.0753   10.0373   90.0  A1   (B)  'NBS_SOD323_2P_000', 'NBS_SOD323_2P_000'
D2208         0.1527    9.9043  270.0  A1   (B)  'NBS_SOD323_2P_000', 'NBS_SOD323_2P_000'
D2801        -0.6873    9.0573    0.0  A1   (T)  'NBS_SOT323_3P_000_B', 'NBS_SOT323_3P_000_B'
D3001        -0.6623    4.4423  180.0  A4   (B)  'NBS_SOD323_2P_000', 'NBS_SOD323_2P_000'
D3106         3.9203    5.5377   90.0  C3   (B)  'NBS_SOT457_6P_000', 'NBS_SOT457_6P_000'
D3202        -0.7323    4.6273  270.0  A4   (B)  'NBS_SOD323_2P_000', 'NBS_SOD323_2P_000'
D3401         0.6527    2.9623    0.0  B5   (T)  'NBS_SOT457_6P_000_B', 'NBS_SOT457_6P_000_B'
D3402         0.5077    2.9613    0.0  B5   (T)  'NBS_SOT457_6P_000_B', 'NBS_SOT457_6P_000_B'
D3405         0.8277    2.7923   90.0  B5   (B)  'NBS_SOD523_000', 'NBS_SOD523_000'
D3601        -0.5348    2.2323  180.0  A5   (B)  'SOD523_PHILIPS', 'SOD523_PHILIPS'
D3701        -1.0723    2.6373    0.0  A5   (T)  'NBS_SOT323_3P_000_B', 'NBS_SOT323_3P_000_B'
D3702        -0.9323    2.0623  270.0  A5   (T)  'NBS_SOT23_3P_002_B', 'NBS_SOT23_3P_002_B'
D3703        -1.0623    2.0623  270.0  A5   (T)  'NBS_SOT23_3P_002_B', 'NBS_SOT23_3P_002_B'
D4502         5.6227    9.0673   90.0  D1   (T)  'NBS_SOT323_3P_000_B', 'NBS_SOT323_3P_000_B'
D4503         5.6377    9.1973   90.0  D1   (T)  'NBS_SOT323_3P_000_B', 'NBS_SOT323_3P_000_B'
D4603         5.6587    9.8153  270.0  D1   (B)  'NBS_SOT457_6P_000', 'NBS_SOT457_6P_000'
D4607         5.7052    9.0873  270.0  D1   (B)  'NBS_VARISTOR_2P_002', 'NBS_VARISTOR_2P_002'
D4608         5.7052    9.0073   90.0  D1   (B)  'NBS_VARISTOR_2P_002', 'NBS_VARISTOR_2P_002'
D4701         2.4307    2.4403    0.0  B5   (B)  'NBS_SOT457_6P_000', 'NBS_SOT457_6P_000'
D4702         2.7377    2.4823    0.0  C5   (B)  'NBS_SOT457_6P_000', 'NBS_SOT457_6P_000'
D4805         1.9277    2.1323  270.0  B5   (T)  'NBS_SOT457_6P_000_B', 'NBS_SOT457_6P_000_B'
D5301         1.5777    3.5023  180.0  B4   (B)  'NBS_SOD323_2P_000', 'NBS_SOD323_2P_000'
D5302         1.6077    3.6373  180.0  B4   (T)  'NBS_SOD323_2P_000_B', 'NBS_SOD323_2P_000_B'
D5401        -0.1323    2.2623    0.0  A5   (B)  'NBS_SOT457_6P_000', 'NBS_SOT457_6P_000'
D5801        -0.1473    3.5573  270.0  A4   (B)  'NBS_SOT323_3P_000', 'NBS_SOT323_3P_000'
D5802         0.0487    3.9553    0.0  A4   (B)  'NBS_SOD323_2P_000', 'NBS_SOD323_2P_000'
D5803         0.0207    3.5353    0.0  A4   (B)  'NBS_SOD323_2P_000', 'NBS_SOD323_2P_000'
D5804         0.0207    3.6003    0.0  A4   (B)  'NBS_SOD323_2P_000', 'NBS_SOD323_2P_000'
D6201         2.3077    2.0673   90.0  B5   (B)  'NBS_SOT457_6P_000', 'NBS_SOT457_6P_000'
D6801         3.3727    3.0423  180.0  C5   (T)  'NBS_DIODE_2P_000', 'NBS_DIODE_2P_000'
D6802         3.3465    3.2779    0.0  C5   (T)  'NBS_DIODE_2P_000', 'NBS_DIODE_2P_000'
D6803         3.3727    3.0923  180.0  C5   (T)  'NBS_DIODE_2P_000', 'NBS_DIODE_2P_000'
D6811         3.3015    3.1959    0.0  C5   (T)  'NBS_VARISTOR_2P_002_B', 'NBS_VARISTOR_2P_002_B'
D7001         1.4577    9.5973  180.0  B1   (T)  'NBS_SOD323_2P_000_B', 'NBS_SOD323_2P_000_B'
D7008         3.0377    7.9889    0.0  C2   (B)  'NBS_SOT323_3P_000', 'NBS_SOT323_3P_000'
D7501         2.7827    8.4989  270.0  C2   (B)  'NBS_SOT323_3P_000', 'NBS_SOT323_3P_000'
D7701         2.9877    7.9739  180.0  C2   (T)  'NBS_SOD323_2P_000_B', 'NBS_SOD323_2P_000_B'
D7702         2.8527   10.4073   90.0  C1   (T)  'NBS_SOD323_2P_000_B', 'NBS_SOD323_2P_000_B'
D7703         2.7977    8.5739   90.0  C2   (T)  'NBS_SOD323_2P_000_B', 'NBS_SOD323_2P_000_B'
D7705         2.8427    7.9489    0.0  C2   (T)  'NBS_SOT323_3P_000_B', 'NBS_SOT323_3P_000_B'
