 N750JV-R21

 Parts List              0/2482 Selected Parts             24-Jun-2013 16:48
                                                          INCH units

Part     X       Y     Rot  Grid  T/B 'Device', 'Outline'
PR8203                   4.065     0.455  270.0  E3   (T)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8204                   3.793     0.705  180.0  E3   (T)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8205                   3.700     0.683    0.0  E3   (T)  'NBS_R0603_H24_000S', 'NBS_R0603_H24_000S'
PR8206                   3.460     0.460  180.0  E3   (T)  'NBS_R1206_H30_000S', 'NBS_R1206_H30_000S'
PR8207                   3.800     0.358  180.0  E4   (T)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8208                   3.820     0.298  270.0  E4   (T)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8209                   4.033     0.653    0.0  E3   (T)  'NBS_R0603_H24_000S', 'NBS_R0603_H24_000S'
PR8210                   3.693     0.730  180.0  E3   (T)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8226                   3.835     0.438  180.0  E4   (T)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8300                   2.988     1.730  180.0  F3   (T)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8301                   3.055     1.595    0.0  F3   (T)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8307                   3.583     1.200  270.0  E3   (T)  'NBS_R0603_H24_000S', 'NBS_R0603_H24_000S'
PR8309                   2.998     1.353    0.0  F3   (T)  'NBS_R0603_H24_000S', 'NBS_R0603_H24_000S'
PR8310                   3.100     1.283    0.0  F3   (T)  'NBS_R0603_H24_000S', 'NBS_R0603_H24_000S'
