 3.1        Tebo-ICT,  license #willjames
R2001        -0.5495    0.2395  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2002        -0.5495    0.2795    0.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2003        -0.7945    0.4195  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2004        -0.8656    0.4305  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2006        -1.2856   -0.0145   90.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2007        -0.6745    0.1445  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2101        -0.5445    0.6945  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2103        -0.9195    0.9245    0.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2104        -0.8346    0.9245    0.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2105        -0.5826    0.4755    0.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2106        -0.4995    0.5195  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2107        -0.9746    0.8845  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2108        -1.0646    0.8845  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2109        -0.6395    0.7695    0.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2110        -0.6395    0.7245  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2111        -0.5455    0.7755  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2112        -0.5445    0.7345    0.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2114        -1.1436   -0.0095   90.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2115        -0.9716    0.1305  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2116        -1.0616    0.1305  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2117        -2.8276    0.0115  270.0  A2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2118        -1.4213    1.3654  270.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2119        -0.8065    0.4615  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2120        -0.8845    0.4675    0.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2121        -0.6745    0.3045  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2122        -0.6395    0.6445    0.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2123        -0.6745    0.4565  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2124        -3.2595    0.1745    0.0  A2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2125        -3.2595    0.1345    0.0  A2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2126        -3.2696    0.2145    0.0  A2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2127        -0.9746    0.5505  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2128        -0.7575   -0.3075   90.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2129        -0.7975   -0.3075   90.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2130        -0.4646    0.0435  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2131        -0.4396    0.5395  270.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2132        -0.9746    0.8445    0.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2133        -1.0646    0.5625  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2135        -0.6745    0.2645  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2136        -0.7645    0.2335  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2137        -0.7645    0.1945  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2138        -0.7645    0.1545  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2139        -1.2246   -0.0095   90.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2140        -1.0616    0.1715  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2141        -1.1846   -0.0475   90.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2142        -0.6745    0.1845  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2143        -1.1056   -0.5125  270.0  B3   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2144        -1.0796    0.3405  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2145        -0.6745    0.2245  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2146        -0.6395    0.6845    0.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2147        -0.7645    0.2745  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2201        -1.1796    1.1935  270.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2202        -1.2626    1.3155  270.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2203        -1.2095    1.4145  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2204        -0.8296    1.3895    0.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2205        -0.8546    1.4295  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2206        -0.9746    0.5895    0.0  B2   (T)  'NBS_R0402_H14_000S_B', 'NBS_R0402_H14_000S_B'
R2207        -0.9746    0.4615    0.0  B2   (T)  'NBS_R0402_H14_000S_B', 'NBS_R0402_H14_000S_B'
R2208        -0.7965    0.5005  180.0  B2   (T)  'NBS_R0402_H14_000S_B', 'NBS_R0402_H14_000S_B'
R2209        -0.9746    0.6295  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2210        -1.0646    0.5095  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2211        -0.6745    0.5595  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2212        -0.4245   -1.4415   90.0  B3   (B)  'NBS_R0603_H24_000S', 'NBS_R0603_H24_000S'
R2213        -0.4736   -1.4415   90.0  B3   (B)  'NBS_R0603_H24_000S', 'NBS_R0603_H24_000S'
R2214        -0.4446   -1.4005  180.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2215        -0.4295   -1.5805  270.0  B3   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2216        -0.6096    1.0745    0.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2217        -0.6096    1.1945  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2218        -0.6096    1.1545  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2219        -0.6096    1.1145  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2220        -0.6835    1.1945    0.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2221        -1.4875    0.0035   90.0  B2   (T)  'NBS_R0603_H24_000S_B', 'NBS_R0603_H24_000S_B'
R2222        -1.4376    0.0065   90.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2223        -0.9746    0.5015  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2224        -0.6745    0.3845  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2225        -2.9095    0.6645    0.0  A2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2226        -2.9996    0.7045  180.0  A2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2227        -2.9996    0.7445  180.0  A2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2228        -2.8706    0.7025    0.0  A2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2229        -2.8706    0.7405    0.0  A2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2230        -2.9390    0.8765   90.0  A2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2302        -1.8496    0.0145   90.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2303        -1.8496   -0.0805  270.0  B3   (T)  'NBS_R0603_H24_000S_B', 'NBS_R0603_H24_000S_B'
R2304        -0.6246    1.0245    0.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2305        -1.0366    0.9405  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2306        -1.0646    0.7645  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2307        -0.5415    0.8445  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2308        -1.4923    0.8074    0.0  B2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2401        -1.7686    0.1775  180.0  B2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2402        -1.5153    0.8834   90.0  B2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2403        -1.5863    0.8844   90.0  B2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2404        -0.9746    0.6695    0.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2405        -0.9846    0.4195    0.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2406        -1.1325   -0.2515  270.0  B3   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2407        -1.0586    0.4695    0.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2408        -1.6421   -0.1905  270.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2501        -0.9746    0.8045    0.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2502        -0.8845    0.8115    0.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2503        -0.4646    0.2395    0.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2504        -0.4646    0.1995    0.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2505        -0.4646    0.1595  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2506        -0.5926    1.2495   90.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2507        -0.6296    1.2495   90.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2508        -0.5445   -0.0655  180.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2509        -0.4646   -0.0285    0.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2510        -0.7995    0.7575  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2511        -0.4646   -0.0805    0.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2513        -0.4646    0.1195    0.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2514        -0.3095    0.3545  270.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2515        -0.9746    0.7645    0.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2516        -0.4646    0.0075  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2517        -0.4646    0.0795  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2518        -0.3095    0.4295  270.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2519        -0.5796    0.4375    0.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2520        -0.7246    0.8045  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2521        -0.5816    0.5135    0.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2522        -0.7176   -0.3075   90.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2523        -1.2093    0.7814  270.0  B2   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R2524        -0.6745    0.3445  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2525        -0.6745    0.4205  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2526        -0.6755    0.5115  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2528        -0.7146    0.6345  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2529        -0.4646    0.2795  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2601        -0.7136    1.3315    0.0  B2   (T)  'NBS_R0805_H24_000S_B', 'NBS_R0805_H24_000S_B'
R2602        -0.7136    1.2615    0.0  B2   (T)  'NBS_R0805_H24_000S_B', 'NBS_R0805_H24_000S_B'
R2603        -0.7246    0.7195  270.0  B2   (T)  'NBS_R0805_H24_000S_B', 'NBS_R0805_H24_000S_B'
R2604        -1.6496    0.6265  270.0  B2   (B)  'NBS_R0603_H24_000S', 'NBS_R0603_H24_000S'
R2701        -3.0425    0.2305  180.0  A2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2703        -2.9465    0.2315    0.0  A2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2704        -2.8746    0.1875  180.0  A2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2706        -3.0425    0.1815    0.0  A2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2801        -0.7306   -0.4165    0.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2802        -0.7316   -0.3755    0.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2803        -0.6645   -0.5155  270.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2804        -0.3896    1.1545   90.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2805        -0.2495    1.1495  270.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2806        -0.2526    1.2315   90.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2807        -0.3286    1.2205  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2809        -0.4975   -0.9605  180.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R2810        -0.6096   -0.5400    0.0  B3   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R3005        -0.6976   -3.3195    0.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3025        -0.8746   -3.7505  270.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3026        -0.9145   -3.7505  270.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3027        -1.3265   -3.6745  270.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3030        -1.3986   -3.6755  270.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3031        -1.3625   -3.6745  270.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3032        -1.6096   -3.7655    0.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3033        -1.6245   -2.8355  270.0  B4   (B)  'NBS_R0603_H24_000S', 'NBS_R0603_H24_000S'
R3034        -0.8746   -3.8455   90.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3035        -0.9145   -3.8455   90.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3036        -0.9696   -3.8305  180.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3037        -0.6946   -3.6805  180.0  B4   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R3038        -0.8095   -3.4585  180.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3039        -0.6675   -3.4835  180.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3040        -1.5696   -2.9255    0.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3041        -1.7606   -2.4705  270.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3042        -1.7175   -2.4705  270.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3043        -1.2816   -3.6755   90.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3044        -1.2846   -3.8305  270.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3045        -1.1896   -3.9305  270.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3046        -0.6675   -3.5195  180.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3047        -1.1896   -3.7685   90.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3048        -1.1896   -3.8505  270.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3049        -1.6946   -3.5975  270.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3050        -1.7046   -2.8355  270.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3051        -0.9696   -3.7795  180.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3052        -0.9696   -3.8705  180.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3053        -1.0496   -3.8705  180.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3054        -0.9696   -3.7405  180.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3055        -1.0296   -3.7605  270.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3056        -0.8095   -3.2945  180.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3057        -1.6546   -3.5245  270.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3058        -0.8296   -3.6905    0.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3059        -1.6616   -3.1655    0.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3060        -0.9846   -2.8005   90.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3061        -0.8095   -3.4205  180.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3062        -1.7696   -3.7255   90.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3063        -1.8496   -2.4705  270.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3064        -1.6096   -3.8455  180.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3065        -1.6096   -3.7255  180.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3066        -1.3436   -3.7435  180.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3067        -1.3445   -3.8205  180.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3101        -0.3996    0.5395  270.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R3102        -0.3595    0.5395  270.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R3103        -0.4476    0.6625  270.0  B2   (T)  'NBS_R0603_H24_000S_B', 'NBS_R0603_H24_000S_B'
R3104        -0.4496    0.7495   90.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R3105        -0.4021    1.0745  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R3106        -0.4121    0.9020  180.0  B2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R3201        -3.2045    0.5445   90.0  A2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R3202        -3.3645    0.7145   90.0  A2   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R3203        -0.6695   -3.8605    0.0  B4   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3204        -0.4245   -3.9380   90.0  B4   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R3205        -0.5996   -3.8805  270.0  B4   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R3305        -3.3815    3.4245  270.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3307        -3.1195    3.2445  180.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R3321        -3.2845    3.4245   90.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R3322        -3.1195    3.2845    0.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R3328        -3.6296    3.3395    0.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R3331        -3.6296    3.3795    0.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R3601        -0.9846    3.3745    0.0  B1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R3602        -0.9846    3.4145    0.0  B1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R3605        -0.6745    3.2145  270.0  B1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R3607        -0.9325    3.3295   90.0  B1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R3608        -0.8895    3.3295   90.0  B1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R3609        -0.8496    3.3295   90.0  B1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R3610        -0.6046    3.2235   90.0  B1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3611        -0.5646    3.2345   90.0  B1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R3612        -0.5095    3.1395    0.0  B1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R3613        -0.8496    3.4045  270.0  B1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R3614        -0.8895    3.4045  270.0  B1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R3624        -0.9596    3.5695  180.0  B1   (T)  'NBS_R0603_H24_000S_B', 'NBS_R0603_H24_000S_B'
R3651        -0.4666    3.4375    0.0  B1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R3652        -0.5165    3.3655    0.0  B1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R3653        -0.4315    3.3175    0.0  B1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R3654        -0.4315    3.2795    0.0  B1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R3901        -0.2556    2.8495  270.0  B1   (T)  'NBS_R0603_H24_000S_B', 'NBS_R0603_H24_000S_B'
R3902        -0.3156    2.8495  270.0  B1   (T)  'NBS_R0603_H24_000S_B', 'NBS_R0603_H24_000S_B'
R3903        -0.2696    3.1035  270.0  B1   (T)  'NBS_R0603_H24_000S_B', 'NBS_R0603_H24_000S_B'
R3904        -0.3256    3.1045  270.0  B1   (T)  'NBS_R0603_H24_000S_B', 'NBS_R0603_H24_000S_B'
R4601        -3.4575    2.9935  270.0  A1   (B)  'NBS_R0805_H24_000S', 'NBS_R0805_H24_000S'
R4602        -3.6446    2.8245   90.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R4603        -3.6446    2.7445   90.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
R4604        -4.7946    2.5245  180.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R4605        -4.7946    2.5695    0.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R4606        -4.6196    2.6155  135.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R4607        -4.5106    2.6105  180.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R4608        -4.6445    2.5895  135.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R4609        -4.5106    2.5745  180.0  A1   (T)  'NBS_R0402_H16_000S_B', 'NBS_R0402_H16_000S_B'
R4610        -4.4215    2.5695    0.0  A1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
